"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"DDX21","ATP-dependent RNA helicase DDX50;Nucleolar RNA helicase 2",-0.66,"Up in X3",5.472,-15.348486341041,1.76512857358834e-08,20.16,36,3.36911799029749e-06,4.35368346298414e-07,4.40617259847959e-05
"TOP2A","DNA topoisomerase 2-alpha;DNA topoisomerase 2-alpha;DNA topoisomerase 2-beta",-0.85,"Up in X3",5.439,-15.1827676792907,1.96734911019597e-08,18.82,10,3.63775146407173e-06,1.06487725008363e-07,2.17271678922235e-05
"MCM5","DNA replication licensing factor MCM5",-1.97,"Up in X3",5.426,-15.0910804121155,2.09000426430135e-08,17.88,14,3.74744097935487e-06,9.56860742033526e-08,2.03771667924271e-05
"TST","Thiosulfate sulfurtransferase",0.73,"Up in X5",5.37,14.8514111535384,2.45191169671144e-08,21.65,19,4.26704750277694e-06,3.14034398328214e-07,3.79147346532546e-05
"HGS","Hepatocyte growth factor-regulated tyrosine kinase substrate",-1,"Up in X3",5.36,-14.7315489608871,2.65814012110645e-08,18.04,7,4.3689486379408e-06,6.91681796465624e-08,1.70528382903629e-05
"POFUT2","GDP-fucose protein O-fucosyltransferase 2",0.8,"Up in X5",5.36,14.7325033144272,2.65642515667324e-08,19.3,13,4.3689486379408e-06,2.05717507989718e-07,3.08283053523707e-05
"PECR","Peroxisomal trans-2-enoyl-CoA reductase",0.6,"Up in X5",5.338,14.6169048284061,2.87322431586798e-08,21.92,22,4.59482926405157e-06,6.06132383794415e-07,5.24767602669616e-05
"DDX47","Probable ATP-dependent RNA helicase DDX47",-0.56,"Up in X3",5.329,-14.5493654294338,3.0087814965641e-08,18.96,14,4.68498950399205e-06,4.68132225906283e-07,4.46764254949593e-05
"CLYBL","Citramalyl-CoA lyase, mitochondrial",0.85,"Up in X5",5.327,14.5044302701568,3.10283139549849e-08,18.99,9,4.70755214542682e-06,1.3144546853271e-07,2.50891237841305e-05
"PCNA","Proliferating cell nuclear antigen",-1.02,"Up in X3",5.279,-14.3073820918754,3.55489792148973e-08,20.66,11,5.25858275036368e-06,1.7909628837982e-07,2.9265913800344e-05
"ASB6","Ankyrin repeat and SOCS box protein 6",3.91,"Up in X5",5.277,14.2636894944808,3.66458890415242e-08,16.68,1,5.28862745021216e-06,6.47707411693929e-08,1.66629771956216e-05
"ACSS3","Acyl-CoA synthetase short-chain family member 3, mitochondrial",0.59,"Up in X5",5.275,14.1906333839435,3.85634283560226e-08,21.36,34,5.30650710657176e-06,9.49348690574306e-07,5.95515855033453e-05
"RPL10A","60S ribosomal protein L10a",-0.6,"Up in X3",5.275,-14.2086381130798,3.80808855219319e-08,22.2,12,5.30650710657176e-06,3.73041542646808e-07,4.01324874152939e-05
"C3","Complement C3",0.66,"Up in X5",5.275,14.0935438870706,4.12832593129462e-08,20.85,101,5.31028359466745e-06,7.99196794275564e-07,5.95515855033453e-05
"FTL","Ferritin light chain",-2.23,"Up in X3",5.275,-14.0986783696855,4.11342953860962e-08,16.68,12,5.31028359466745e-06,1.66596738480994e-07,2.81643686169154e-05
"MCM2","DNA replication licensing factor MCM2",-1.81,"Up in X3",5.275,-14.1390090195649,3.9984405095595e-08,17.38,19,5.31028359466745e-06,1.83004700120454e-07,2.9265913800344e-05
"H6PD","GDH/6PGL endoplasmic bifunctional protein",0.58,"Up in X5",5.24,13.8637105494589,4.85942627315696e-08,19.61,25,5.75296846519898e-06,1.00430846200892e-06,6.00251835323918e-05
"HCFC1","Host cell factor 1",-0.55,"Up in X3",5.24,-13.8472733757738,4.91688376766866e-08,18.43,22,5.75296846519898e-06,1.06398702865124e-06,6.27458522451007e-05
"HMGCL","Hydroxymethylglutaryl-CoA lyase, mitochondrial",0.57,"Up in X5",5.24,13.8354653044838,4.95861740282487e-08,20.1,15,5.75296846519898e-06,6.82465128640204e-07,5.60853634189457e-05
"HMOX1","Heme oxygenase 1",-1.02,"Up in X3",5.24,-13.906391240095,4.71362559359311e-08,19.78,8,5.75296846519898e-06,1.5821156592604e-07,2.75334657524817e-05
"MPST","3-mercaptopyruvate sulfurtransferase",0.44,"Up in X5",5.24,13.8832535361838,4.79206390593252e-08,20.92,22,5.75296846519898e-06,2.36630681819255e-06,0.000100010267451752
"SF3B1","Splicing factor 3B subunit 1",-0.32,"Non-significant",5.238,-13.8031258907721,5.07490802795783e-08,21.36,42,5.77465976950509e-06,1.6130521006557e-05,0.000310893461875562
"TOP1","DNA topoisomerase 1",-0.5,"Up in X3",5.223,-13.7256513647175,5.3657921547818e-08,21.16,27,5.98831794283556e-06,1.7143042736144e-06,8.38308957601356e-05
"UTP20","Small subunit processome component 20 homolog",-0.64,"Up in X3",5.223,-13.7002498519327,5.46508651196755e-08,18.4,35,5.98831794283556e-06,9.5577370668028e-07,5.95515855033453e-05
"RFC3","Replication factor C subunit 3",-0.85,"Up in X3",5.199,-13.6009029632776,5.87313849374944e-08,17.27,10,6.31842917591189e-06,2.74056647419836e-07,3.52549441705331e-05
"CCDC86","Coiled-coil domain-containing protein 86",-0.71,"Up in X3",5.185,-13.5065813406374,6.29148132081506e-08,17.76,9,6.53099911846715e-06,2.57402182931412e-07,3.52549441705331e-05
"DBN1","Drebrin",-1.38,"Up in X3",5.185,-13.517288573781,6.24239477478291e-08,17.17,11,6.53099911846715e-06,2.60471747332965e-07,3.52549441705331e-05
"BAAT","Bile acid-CoA:amino acid N-acyltransferase",1.5,"Up in X5",5.129,13.2444701748578,7.63469466224293e-08,17.61,9,7.42194379922565e-06,2.80037582561274e-07,3.52549441705331e-05
"CCT3","T-complex protein 1 subunit gamma",-0.5,"Up in X3",5.129,-13.2320925861055,7.70543304296846e-08,21.64,23,7.42194379922565e-06,1.94202601354795e-06,8.68053457078564e-05
"CES2","Cocaine esterase",0.59,"Up in X5",5.129,13.2418247853333,7.64975342066491e-08,21.39,20,7.42194379922565e-06,1.11114150109725e-06,6.27458522451007e-05
"GAA","Lysosomal alpha-glucosidase",0.62,"Up in X5",5.129,13.1968099381957,7.91102876571995e-08,20.66,19,7.42194379922565e-06,9.97557550625557e-07,6.00251835323918e-05
"NCAPD2","Condensin complex subunit 1",-2.27,"Up in X3",5.129,-13.1927359434156,7.93515115565279e-08,15.95,19,7.42194379922565e-06,3.14890844327892e-07,3.79147346532546e-05
"PARN","Poly(A)-specific ribonuclease PARN",-0.56,"Up in X3",5.129,-13.1334496108641,8.29542204483143e-08,17.99,14,7.42194379922565e-06,9.34246119918957e-07,5.95515855033453e-05
"PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",0.4,"Up in X5",5.129,13.0964114872846,8.52952811132912e-08,20.15,38,7.42194379922565e-06,6.31274977303052e-06,0.00016964137186495
"RBP4","Retinol-binding protein 4",1.19,"Up in X5",5.129,13.1269864054435,8.3357638110004e-08,20.87,8,7.42194379922565e-06,2.76967227791358e-07,3.52549441705331e-05
"SLC27A2","Very long-chain acyl-CoA synthetase",1.04,"Up in X5",5.129,13.251412802011,7.59532766670081e-08,18.89,14,7.42194379922565e-06,3.94629656374072e-07,4.16968513708105e-05
"SMC2","Structural maintenance of chromosomes protein 2",-1.99,"Up in X3",5.129,-13.1454375302506,8.22115906322191e-08,16.83,21,7.42194379922565e-06,3.38061984632104e-07,3.84675531359261e-05
"WDR12","Ribosome biogenesis protein WDR12",-0.66,"Up in X3",5.129,-13.1034433176159,8.4845337367825e-08,18.86,15,7.42194379922565e-06,7.63180488822662e-07,5.95515855033453e-05
"CCT8","T-complex protein 1 subunit theta",-0.42,"Up in X3",5.125,-13.0631665564428,8.74580508163063e-08,22.51,31,7.49984473449397e-06,4.48907613037127e-06,0.000134150825572762
"GLB1","Beta-galactosidase",0.67,"Up in X5",5.113,13.0082150729882,9.11652747729011e-08,21.12,20,7.70607044044651e-06,9.65426581989172e-07,5.95515855033453e-05
"IPO4","Importin-4",-0.83,"Up in X3",5.085,-12.9037166354704,9.86970362577569e-08,18.13,17,8.22521638784715e-06,6.66839616881153e-07,5.60853634189457e-05
"SUCLG2","Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",0.53,"Up in X5",5.064,12.8231816415068,1.0496475813016e-07,21.46,20,8.62606213689103e-06,1.80061134547376e-06,8.4557280406097e-05
"CKAP4","Cytoskeleton-associated protein 4",0.49,"Up in X5",5.062,12.797665618253,1.07040128227681e-07,22.28,41,8.6610923318332e-06,3.21570020643206e-06,0.000113257726913444
"RPL15","60S ribosomal protein L15",-0.49,"Up in X3",5.062,-12.7797987547885,1.0851997210345e-07,22.41,12,8.6610923318332e-06,1.11345521138002e-06,6.27458522451007e-05
"TPP2","Tripeptidyl-peptidase 2",-0.6,"Up in X3",5.062,-12.7647667014901,1.0978230942834e-07,18.55,36,8.6610923318332e-06,1.73055799293548e-06,8.39320626573706e-05
"STRAP","Serine-threonine kinase receptor-associated protein",-0.67,"Up in X3",5.048,-12.7045319233405,1.15003662674232e-07,19.45,19,8.95364042162409e-06,1.10686901227427e-06,6.27458522451007e-05
"CCT2","T-complex protein 1 subunit beta",-0.45,"Up in X3",5.032,-12.6059601380779,1.24141931359261e-07,21.17,33,9.29807351712337e-06,4.23066402097987e-06,0.000129798228378897
"SFXN1","Sideroflexin-1",0.63,"Up in X5",5.032,12.6116241430742,1.23595931881067e-07,21.81,13,9.29807351712337e-06,9.22577415775886e-07,5.95515855033453e-05
"STAT1","Signal transducer and activator of transcription 1-alpha/beta",-0.81,"Up in X3",5.032,-12.6067245029875,1.24068094731256e-07,18.33,21,9.29807351712337e-06,8.99838357022726e-07,5.95515855033453e-05
"ALDH6A1","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",0.67,"Up in X5",5.023,12.5644596347598,1.2822366113293e-07,21.4,24,9.48374253654432e-06,1.3486884884889e-06,7.2080054367315e-05
"RBM14","RNA-binding protein 14",-0.62,"Up in X3",5.019,-12.5367847223712,1.31026817414702e-07,20.29,22,9.57142813139252e-06,1.52249382392569e-06,7.7660309966968e-05
"ACSM3","Acyl-coenzyme A synthetase ACSM3, mitochondrial",1.02,"Up in X5",5.012,12.4996806843799,1.34890399991842e-07,17.94,10,9.73349386282599e-06,5.31205299951381e-07,4.78126821107277e-05
"CPQ","Carboxypeptidase Q",0.93,"Up in X5",5.001,12.4531932739892,1.39907351210228e-07,19.86,7,9.97387707362553e-06,3.45124434871524e-07,3.85302128516002e-05
"PSME4","Proteasome activator complex subunit 4",-0.67,"Up in X3",4.985,-12.389723905905,1.47088367584396e-07,18.71,27,1.03609746547246e-05,1.54441310404853e-06,7.81050627064545e-05
"ERAP1","Endoplasmic reticulum aminopeptidase 1",0.48,"Up in X5",4.976,12.3432280120376,1.5260381198671e-07,18.98,22,1.05780219111522e-05,3.1098164862086e-06,0.000111861854288062
"FASN","Fatty acid synthase",-0.57,"Up in X3",4.976,-12.3338354890371,1.53745121574969e-07,22.45,126,1.05780219111522e-05,2.52400771585341e-06,0.000100503345852871
"CCT5","T-complex protein 1 subunit epsilon",-0.54,"Up in X3",4.973,-12.312145576656,1.564164366555e-07,20.93,25,1.06381155826505e-05,2.52885949147718e-06,0.000100503345852871
"EIF2S1","Eukaryotic translation initiation factor 2 subunit 1",-0.53,"Up in X3",4.969,-12.2702785569333,1.61716986252974e-07,20.82,19,1.07514540186387e-05,2.27885569726534e-06,9.70071162641654e-05
"UTP14A","U3 small nucleolar RNA-associated protein 14 homolog C;U3 small nucleolar RNA-associated protein 14 homolog A",-0.62,"Up in X3",4.969,-12.2770584427767,1.60845497700828e-07,18.33,6,1.07514540186387e-05,9.64273568003988e-08,2.03771667924271e-05
"CAPRIN1","Caprin-1",-0.65,"Up in X3",4.919,-12.1150769888391,1.83143084179523e-07,18.56,9,1.20406403232249e-05,6.81774964757596e-07,5.60853634189457e-05
"PAH","Phenylalanine-4-hydroxylase",-0.95,"Up in X3",4.913,-12.0833516663258,1.8789312438416e-07,18.64,12,1.22171826041876e-05,8.2930317285247e-07,5.95515855033453e-05
"PWP1","Periodic tryptophan protein 1 homolog",-0.84,"Up in X3",4.904,-12.0355270326754,1.95309306627823e-07,16.88,10,1.2465946449517e-05,7.86088772149431e-07,5.95515855033453e-05
"TMX2","Thioredoxin-related transmembrane protein 2",-0.53,"Up in X3",4.904,-12.0315982859032,1.95932570526463e-07,19.26,9,1.2465946449517e-05,7.65529361373877e-07,5.95515855033453e-05
"APOC1","Apolipoprotein C-I",1.31,"Up in X5",4.899,12.0033065995027,2.00485348356753e-07,18.5,4,1.26199128322011e-05,2.1794572587536e-07,3.14532892684025e-05
"AK3","GTP:AMP phosphotransferase AK3, mitochondrial",0.47,"Up in X5",4.893,11.9739390298415,2.05333515065489e-07,23.65,23,1.27890358804474e-05,4.08591446419189e-06,0.000128597637684167
"CHDH","Choline dehydrogenase, mitochondrial",0.5,"Up in X5",4.884,11.9147586002693,2.15496143606235e-07,21.27,22,1.30495008695714e-05,3.49522298408106e-06,0.000119480659924713
"VTN","Vitronectin",1.35,"Up in X5",4.884,11.9277036533134,2.13227225140204e-07,19.05,13,1.30495008695714e-05,8.25304044585208e-07,5.95515855033453e-05
"ZCCHC3","Zinc finger CCHC domain-containing protein 3",-0.67,"Up in X3",4.884,-11.9111593002633,2.16131668956903e-07,18.6,15,1.30495008695714e-05,1.51840110829193e-06,7.7660309966968e-05
"RPL11","60S ribosomal protein L11",-0.5,"Up in X3",4.883,-11.8937668886681,2.19231548951724e-07,22.59,10,1.31029603550238e-05,1.19256813582694e-06,6.53372746267407e-05
"PES1","Pescadillo homolog",-0.49,"Up in X3",4.872,-11.8512587835002,2.27013690396115e-07,19.1,15,1.34324000607381e-05,2.72079694810976e-06,0.000103198432961317
"GEMIN4","Gem-associated protein 4",-1.18,"Up in X3",4.856,-11.7947091420355,2.37836721146256e-07,16.48,12,1.39334641487366e-05,9.27465014687997e-07,5.95515855033453e-05
"NCAPG","Condensin complex subunit 3",-2.56,"Up in X3",4.852,-11.772701404785,2.42199697551094e-07,15.19,9,1.40499569648022e-05,7.93147153988856e-07,5.95515855033453e-05
"RPS3","40S ribosomal protein S3",-0.53,"Up in X3",4.832,-11.7043490924695,2.56315857195183e-07,22.86,19,1.47244750196495e-05,3.11935202932741e-06,0.000111861854288062
"ADSS1","Adenylosuccinate synthetase isozyme 1",2.48,"Up in X5",4.831,11.6896421377413,2.59468876025976e-07,15.61,9,1.47622821100548e-05,8.45229719368271e-07,5.95515855033453e-05
"RPL37A","60S ribosomal protein L37a",-1.18,"Up in X3",4.816,-11.6383682486109,2.7079632367245e-07,19.42,3,1.52600175920941e-05,5.96590123095066e-08,1.60455625379705e-05
"MATR3","Matrin-3",-0.38,"Non-significant",4.815,-11.6240538370095,2.74054070161362e-07,20.83,32,1.52979050296677e-05,1.21672778558218e-05,0.000254419928529319
"BYSL","Bystin",-0.75,"Up in X3",4.808,-11.563763131819,2.88251675870049e-07,18.21,8,1.55618305759058e-05,8.13784566578354e-07,5.95515855033453e-05
"EIF3B","Eukaryotic translation initiation factor 3 subunit B",-0.69,"Up in X3",4.808,-11.5775180812433,2.84943427544499e-07,19.2,32,1.55618305759058e-05,2.45166621569867e-06,0.000100265288178083
"HPD","4-hydroxyphenylpyruvate dioxygenase",-0.87,"Up in X3",4.808,-11.5522456486051,2.91053980092778e-07,18.84,14,1.55618305759058e-05,1.39238904376233e-06,7.27283113145774e-05
"NOC4L","Nucleolar complex protein 4 homolog",-0.57,"Up in X3",4.808,-11.5794462082264,2.84483002274362e-07,18.48,19,1.55618305759058e-05,2.86470723588534e-06,0.000106606746633544
"SAFB2","Scaffold attachment factor B2;Scaffold attachment factor B2;Scaffold attachment factor B1",-0.42,"Up in X3",4.808,-11.5486607542513,2.91932261944488e-07,20.26,9,1.55618305759058e-05,1.18286788419042e-06,6.53372746267407e-05
"AK4","Adenylate kinase 4, mitochondrial",0.42,"Up in X5",4.792,11.4926444103331,3.06037706746007e-07,23.04,18,1.61547580941026e-05,5.9455370233046e-06,0.000163626709613457
"XRN2","5'-3' exoribonuclease 2",-0.54,"Up in X3",4.792,-11.4830943625954,3.08515745248199e-07,19.19,25,1.61547580941026e-05,3.90233160811133e-06,0.000128278311806637
"DNMT1","DNA (cytosine-5)-methyltransferase 1",-1.08,"Up in X3",4.79,-11.4693689726228,3.12115558622208e-07,16.66,19,1.61998926348036e-05,1.40122147876658e-06,7.27283113145774e-05
"ASCC3","Activating signal cointegrator 1 complex subunit 3",-0.7,"Up in X3",4.769,-11.3459516202028,3.46619676846128e-07,16.3,14,1.70264969682629e-05,1.95117643723929e-06,8.68053457078564e-05
"CCT4","T-complex protein 1 subunit delta",-0.51,"Up in X3",4.769,-11.3310415862419,3.51061793160061e-07,21.34,25,1.70264969682629e-05,4.78877388770951e-06,0.000139977328968972
"CYB5R3","NADH-cytochrome b5 reductase 3",0.51,"Up in X5",4.769,11.3373560249106,3.49173021656681e-07,23.79,19,1.70264969682629e-05,4.14077032675567e-06,0.000128952305386386
"EXOSC8","Exosome complex component RRP43",-0.77,"Up in X3",4.769,-11.3974793451651,3.31733251320404e-07,18.46,8,1.70264969682629e-05,9.32999237075663e-07,5.95515855033453e-05
"HAT1","Histone acetyltransferase type B catalytic subunit",-1.64,"Up in X3",4.769,-11.371616610951,3.39116063995826e-07,17.2,6,1.70264969682629e-05,8.97772387373982e-07,5.95515855033453e-05
"RBM28","RNA-binding protein 28",-0.53,"Up in X3",4.769,-11.3503095646192,3.45332912279436e-07,18.53,18,1.70264969682629e-05,3.57272173271341e-06,0.000119480659924713
"RFC4","Replication factor C subunit 4",-0.56,"Up in X3",4.769,-11.3888285290635,3.34183053604736e-07,18.12,11,1.70264969682629e-05,1.8480357450886e-06,8.53536688772644e-05
"TRIM24","Transcription intermediary factor 1-alpha",-0.66,"Up in X3",4.769,-11.342051767798,3.47775609473656e-07,17.63,12,1.70264969682629e-05,1.82097532763526e-06,8.48402442017151e-05
"NAGLU","Alpha-N-acetylglucosaminidase",0.8,"Up in X5",4.728,11.2111288532001,3.89126268092225e-07,17.2,20,1.87191880349731e-05,2.19412094820752e-06,9.40769105111877e-05
"IGFBP1","Insulin-like growth factor-binding protein 1",0.82,"Up in X5",4.71,11.1557966925484,4.08186753951988e-07,20.6,7,1.94777501865638e-05,9.13219817827925e-07,5.95515855033453e-05
"LECT2","Leukocyte cell-derived chemotaxin-2",-4.41,"Up in X3",4.699,-11.1167074066496,4.22264012469456e-07,15.91,1,1.99882892942542e-05,9.3557614389099e-07,5.95515855033453e-05
"ABCF1","ATP-binding cassette sub-family F member 1",-0.5,"Up in X3",4.667,-11.0034700428542,4.66115174080071e-07,20.32,26,2.15469022268108e-05,6.20201716960728e-06,0.000168336401800763
"ACSF2","Medium-chain acyl-CoA ligase ACSF2, mitochondrial",0.63,"Up in X5",4.667,11.0155654162156,4.61202802414091e-07,20.01,24,2.15469022268108e-05,3.68607660775158e-06,0.000121846454123274
"ALDH4A1","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",0.44,"Up in X5",4.667,11.0120037147926,4.62643458108821e-07,22.11,27,2.15469022268108e-05,9.17915362296816e-06,0.00021725220794841
"NOLC1","Nucleolar and coiled-body phosphoprotein 1",-0.6,"Up in X3",4.664,-10.9873380146652,4.72755837401172e-07,19.73,12,2.16844673635871e-05,2.564814132801e-06,0.000100503345852871
"DDX18","ATP-dependent RNA helicase DDX18",-0.65,"Up in X3",4.658,-10.9634046306978,4.82798394761828e-07,19.84,17,2.19747546292749e-05,3.15125572505641e-06,0.00011232518147686
"NOP14","Nucleolar protein 14",-0.56,"Up in X3",4.657,-10.9531814977914,4.87158652689305e-07,18.04,17,2.20039522745238e-05,3.96807079868385e-06,0.000128597637684167
"ANGPTL8","Angiopoietin-like protein 8",1.35,"Up in X5",4.655,10.915801130982,5.0347040284587e-07,17.2,5,2.21397289790267e-05,9.85688532269688e-07,6.00251835323918e-05
"APOC3","Apolipoprotein C-III",0.92,"Up in X5",4.655,10.912699712363,5.04850248013046e-07,18.76,4,2.21397289790267e-05,2.08404971116246e-07,3.08283053523707e-05
"PCCA","Propionyl-CoA carboxylase alpha chain, mitochondrial",0.55,"Up in X5",4.655,10.9155521741456,5.03581013984157e-07,19.72,28,2.21397289790267e-05,5.46605255287862e-06,0.00015184334720837
"PSME3","Proteasome activator complex subunit 3",-0.7,"Up in X3",4.655,-10.9120685626744,5.05131555208485e-07,20.35,17,2.21397289790267e-05,2.94386382886796e-06,0.000108191566928023
"SLC39A4","Zinc transporter ZIP4",0.84,"Up in X5",4.642,10.8693019470545,5.24596271034021e-07,18.56,5,2.28237951155022e-05,4.54244597781401e-07,4.40617259847959e-05
"RPS8","40S ribosomal protein S8",-0.39,"Up in X3",4.621,-10.8083568451025,5.53759360104455e-07,22.83,18,2.39167455017377e-05,1.08389905613508e-05,0.000238092985456268
"EPS8L2","Epidermal growth factor receptor kinase substrate 8-like protein 2",-0.68,"Up in X3",4.616,-10.7876945404623,5.64043384736949e-07,18.86,11,2.41843819383227e-05,2.41502016360747e-06,0.000100265288178083
"PNO1","RNA-binding protein PNO1",-0.59,"Up in X3",4.604,-10.7323216562088,5.9264283532902e-07,18.66,6,2.48699833804384e-05,4.46767243134198e-07,4.40617259847959e-05
"SLC2A1","Solute carrier family 2, facilitated glucose transporter member 1",-0.73,"Up in X3",4.604,-10.7451831034015,5.85862074692157e-07,23.34,5,2.48699833804384e-05,3.20388158300276e-07,3.79147346532546e-05
"TXNDC9","Thioredoxin domain-containing protein 9",-2.26,"Up in X3",4.604,-10.738935141071,5.89145494393783e-07,16.07,4,2.48699833804384e-05,1.36436810700343e-06,7.2080054367315e-05
